record_id;redcap_survey_identifier;cuestionario_final_pilotaje_plataforma_timestamp;satisfaccion;dispositivo;porque_elegido;utilizado_antes;ejemplo;plan;porque;beneficio;aspecto_concreto;recomendar;familiar;mi_progreso;valorar_figura;figura_progresion;figura_sugerencias;fichas_1;fichas_1_progresion;fichas_1_sugerencias;valoracion_fichas_2;progresion_fichas_2;fichas_2_sugerencias;valoracion_dibujo;progresion_dibujo;sugerencias_dibujo;valoracion_parejas;progresion_parejas;parejas_sugerencias;valoracion_simon;progresion_simon;sugerencias_simon;valoracion_cartas;progresion_cartas;sugerencias_cartas;valoracion_escenas;progresion_escenas;escenas_misma;escenas_sugerencias;valoracion_sopa;progresion_sopa;sugerencias_sopa;valoracion_anagramas;progresion_anagramas;sugerencias_anagramas;valoracion_logogramas;progresion_logogramas;sugerencias_logogramas;valoracion_refran;progresion_refran;refran_sugerencias;valoracion_secuencia_cartas;progresion_secuencia_cartas;secuencia_cartas_sugerencias;valoracion_secuencia;progresion_secuencia;secuencia_sugerencias;valoracion_calculo;progresion_calculo;secuencia_calculo;sugerencias_global;segunda_fase;cuestionario_final_pilotaje_plataforma_complete
50;CPDC2336;"2022-07-23 16:10:15";1;2;"Porque había ejercicios que solo se podían realizar con el ordenador";1;;2;;0;"Creo que mejora la agilidad mental, aunque pienso que algunos de los ejercicios se deberían revisar tanto los tiempos como los planteamientos";0;1;2;3;4;"Recomendaría la revisión de los tamaños de las figuras para poder realizar este ejercicio en la Tablet";4;4;"Recomendaría la revisión de los tamaños de las figuras para poder realizar este ejercicio en la Tablet";4;4;"Recomendaría la revisión de los tamaños de las figuras para poder realizar este ejercicio en la Tablet";4;4;"Recomendaría la revisión de los tamaños de las figuras para poder realizar este ejercicio en la Tablet";4;4;"Recomendaría la revisión de los tamaños de las figuras para poder realizar este ejercicio en la Tablet";4;4;;4;4;"Recomendaría la revisión de los tamaños de las figuras para poder realizar este ejercicio en la Tablet";3;3;0;"Recomendaría la revisión de los tamaños de las figuras para poder realizar este ejercicio en la Tablet.  El tiempo para pode3r reconocer la escena es corto.";4;4;;4;4;;4;4;"El tiempo para solucionar los logogramas, sobre todo en los niveles 5 y 6, es muy corto ya que hay que encontrar un número de palabras alto";4;4;;4;4;;4;4;"Explicaría un poso mas en que consiste el ejercicio";4;4;"Explicaría un poco mas en que consiste el ejercicio, por ejemplo indicaría que el resultado es el primer operador de la siguiente secuencia,  y revisaría los ejercicios propuesto ya que me he encontrado con alguno que no tiene solución.";"Revisaría la interfaz de usuario para hacerla mas amigable.  ";0;2
51;CPDC1307;"2022-07-25 16:35:05";2;2;"en el móvil era más complejo el manejo";0;"sitios web y juegos que ayudan a la memoria ";2;"el tener un plan ayuda a sacar tiempo para ejercitar la memoria";0;"al realizar varias veces los ejercicios ya era más fácil de recordar lo que se debía hacer ";0;0;3;2;3;;3;3;;3;3;;3;3;;3;3;;2;2;"en algunas ocasiones no funciono correctamente";3;3;;3;3;0;"en ocasiones dejaba de funcionar durante el ejercicio ";3;3;;3;3;"se trababa en ocasiones mientras se realizaba el ejercicio";3;3;"se bloqueo en algunos momentos ";3;3;;3;3;;3;3;;3;3;;"En algunas ocasiones la pagina después de terminar algún ejercicio se quedaba congelada por lo que se debía reiniciar y se perdía el progreso";0;2
52;CPDC5597;"2022-07-25 22:04:24";3;2;"Me resulta más cómodo por teclado y pantalla, aunque algún día he utilizado el móvil y me resultó más fácil de lo que esperaba; para una emergencia sirve.";1;;4;"Me encantaba hacer los ""deberes"" y esperaba impaciente cada fin de semana o cada lunes :-)";1;"Supongo que algo habré mejorado, pero no soy consciente de ello, lo siento :-(";0;0;0;2;0;"La verdad es que este ejercicio me ha parecido demasiado simple. Aunque, por otro lado, lo tomaba un poco como descanso de otros más intensos como los de recordar imágenes o cartas o palabras.";2;2;"Demasiado suave la progresión. Se me quedaba corto. También como descanso de los otros.";4;4;"Como ejercicio de atención, éste sí me ha gustado más, porque el reto era mayor.";4;4;"Ninguno. Ejercicio relajante también.";4;4;"Éste me ha gustado más también, porque me costaba más retener la imagen en el recuerdo.";2;3;"Ninguno. Creo que está bien en su progresión. ";4;4;"Creo que está bien así, por lo menos para mi nivel de atención.";4;1;1;"Demasiado rápida la eliminación de imágenes en la última fase. Y, si haces siempre las mismas, te aprendes lo básico.";4;4;"Quizás cuadricular el fondo para facilitar la búsqueda.";4;4;Ninguno;;4;Ninguno;3;3;Ninguno;4;4;Ninguno;4;4;Ninguno;4;4;Ninguno;" - Fecha, incluso hora, para la recepción semanal y así poder organizar el inicio del trabajo.  - Dificultar la atención en el recuento de fichas  o hacerlas más pequeñas.  - Ralentizar la desaparición de los objetos y personajes. No permitir más de dos veces el mismo cuadro. Después de la segunda, poder ver los errores.  - Hay una diferencia de dificultad grande entre unos ejercicios y otros, aunque vienen bien para desestresar.  ";0;2
53;CPDC6233;"2022-07-26 10:59:27";4;0;;1;;3;;0;"mas atencion";0;1;4;4;4;;4;4;;4;4;;4;4;;4;4;;2;1;"los ultimos niveles mucha dificulta";3;3;;4;4;1;;3;4;;3;3;;1;1;"no conseguia terminar";2;2;"algunos complicados";2;2;"no los memorizaba bien";3;3;;3;3;;;;2
54;CPDC3491;"2022-07-27 12:22:50";4;2;"Por comodidad";1;;4;"Porque me ha forzado a hacer cosas que antes realizaba con el móvil, por ejemplo el cálculo. ";0;"En cálculo he notado mucha mejoría y me he forzado a intentar memorizar por ejemplo elementos de la lista de a compra en vez de anotarlos en seguida.";0;0;4;4;3;"Me parece que el grado de complicación según avanza el nivel es mucho menor que en relación con otros ejercicios";4;3;;4;4;;4;4;;4;4;;4;4;;4;4;;4;4;1;;4;4;;4;4;;4;4;;4;4;"Hubo muchos refranes que no conocía y he aprendido nuevos";4;4;;4;4;;4;4;;"Me ha parecido súper interesante y muy beneficioso, de hecho sería estupendo poder continuar, quizás con más tiempo para realizar los ejercicios (que fuese unos 10 min al día) de forma continuada.";0;2
55;CPDC4808;"2022-07-27 12:40:04";2;0;"Porque muchas veces lo hacía fuera de casa ";1;;2;"Porque había días que no lo hacía, no conseguía tener la rutina siempre ";0;"No lo se exactamente ";0;1;4;4;4;;4;4;;4;4;;2;2;"Que sea menos complicado ";4;4;;2;2;"Que había demasiadas secuencias largas a las que había que hacer, era complicado seguir y acordarse de todos los colores";4;4;;3;2;0;;1;1;"Que no haya tantas palabras para buscar";3;2;"Que es difícil buscar otras palabras ";1;1;"Me parece difícil tener que buscar tantas palabras";3;3;;2;1;"Ha medida que avanzaba en los niveles no entendía las secuencias";3;4;;2;2;"Que no se me da bien el cálculo mental y cuanto más nivel más difícil para mi";;;2
56;CPDC2212;"2022-07-27 13:31:28";3;2;"ERA MÁS CÓMODO";1;;3;"Es útil si le dedicas todos los días un ratito";0;Atención;0;0;4;4;4;"Todo me pareció bien";4;4;"Me pareció correcto";4;4;"me pareció correcto";3;4;"alguna vez lo hice en el móvil y era difícil apuntar al círculo";4;4;ninguno;4;4;ninguno;4;4;"el nivel 6 en algunos casos podía ser muy difícil";1;4;0;"en el móvil no se caragaba la imagen, además me parecía muy difícil dar en el sitio exacto donde estaba la figura, era cuestión de mm y creo que sería suficiente con acordarse del área en el que estaba el objeto";3;4;"que pudieras formar la palabra desde la letra que quisieras e ir rellenando";3;3;"el nivel 6 a veces se me hacia imposible y abandonaba";4;4;"el ejercicio se hace un poco largo";4;4;"no conocía muchos refranes y tenía que abandonar";1;3;"me costaba entenderlo a veces";4;4;;3;4;"es difícil entenderlo al principio por la ficha de ""no hacer nada""";"poder realizar pruebas antes de dar paso a los ejercicios";0;2
57;CPDC6785;"2022-07-27 14:03:13";2;2;"me es mas cómoda un apantalla grande";1;;3;"Esta bien ejercitar la memoria y el razonamiiento,nos estamos acomodando y vamos estropeando nuestras habilidades     y";0;"en la logica al buscar secuencias";0;1;3;4;3;;4;3;"Poner un tiempo maximo";4;3;;4;3;;3;3;;4;2;"El ultimo nivel me ha resultado demasiado rapido";4;3;"Cada vez me resultaba mas facil,y buscar la carta";3;2;0;;3;2;"me resultaría mas fácil si quedase las palabras rodeadas como cuando se hace a mano";3;2;;3;2;;4;4;"Este ejercicio me ha divertido, porque me gusta usar refranes  ";4;3;"Cada vez me ha resultado mas fácil comprender y buscar la secuencia";3;3;"Cada vez me ha resultado mas fácil comprender y buscar la secuencia. Creo que he mejorado en esto";4;3;"El calculo se me ha dado bien siempre";"Me parece que esta muy bien para personas que tengan acceso a ordenador , pero en este momento que estoy pendiente de i padre que tiene 89 años , pensando en personas como el tendrán que seguir haciendo los ejercicios a mano";0;2
58;CPDC9032;"2022-07-27 14:05:02";2;0;"Por ser dispositivo más disponible, aunque menos eficiente para hacer ejercicios.  Más fallos q con ratón en ordenador.  Pero más adaptado a la falta de tiempo disponible";;"No me deja pinchar en no  Y no he usado nunca otra plataforma  Este tipo de dificultad ha sido bastante habitual en todo el recorrido.";3;"Es divertido, si tienes tiempo disponible para hacerlo.";;"Atención.  .para hacer mejor los ejercicios";0;0;4;4;3;"Mis dificultades principales han sido de manejo de plataforma, además de necesitar tiempo y mejor atención en algunos ejercicios.";3;3;;3;3;;2;3;"En ordenador falla menos q en movil";2;2;;1;2;"Me ha resultado dificil";3;2;;1;2;0;"Con escenas diferentes más difícil q con la misma escena";2;3;;1;2;"Algunas me parecieron imposibleS y otras faciles";3;3;"Reto muy entretenido ";4;4;"Mi favorito";3;3;;;;;2;2;;"Afinar los envíos de mail....alguno ha llegado con solo 24 horas para hacer la tarea.  No entendí, q el progreso fuera una ayuda,. Creía q era la forma regular para hacer los ejercicios   Al no tener otra experiencia no puedo comparar..MUCHAS GRACIAS A TODO EL EQUIPO  Si necesitais más colaboración, estaría disponible.                      ";0;2
59;CPDC8588;"2022-07-27 14:08:32";3;2;"porque me permite hacer los ejercicios con mayor facilidad al verlo en mayor tamaño.";0;"smartBrain, NeuronUp,...";3;"entreno la mente y me divierto";0;"siento que he mejorado en la atención, concentración y velocidad de procesamiento";0;0;4;4;2;"Es muy sencillo, deberia incluir mayor numero de elementos y más afines para dificultar la discriminación en los niveles altos, por ejemplo poner las mismas figuras pero de diferentes tamaños y seleccionar solo un tamaño, por ejemplo, en las patitas de gato, poner elementos con una pata más o una menos. O cambiar de color algunas de las figuras,...";4;3;"En los niveles más altos pondría más elementos e incluso cambiaría el tamaño del elemento a señalar, explicandolo bien en las instrucciones, que se debe elegir la ficha X en el tamaño que se muestre en la instrucción";4;3;"En los niveles altos se pueden poner más elementos en total o incluso seleccionar otro elemento más.";4;3;"Me ha resultado muy sencillo.  En los niveles altos se pueden meter más colores en las fichas, poner arriba los botones de los colores y elegir en cada hueco la ficha y el color que le corresponde";4;3;"En los niveles altos se pueden poner más parejas. Que penalicen los pasos de apertura de ventanas para identificar el lugar y el objeto antes de hacer las parejas resulta frustrante. Penalizar solo los fallos en los que reincides y te equivocas. ";3;3;"En los niv eles más altos las instrucciones deberían explicar que la presentación del ejercicio va a aparecer dos veces porque hace que te equivoques al ponerte a señalar la secuencia antes de que se presente la segunda vez. El jejercicio es muy bueno si estuvieran claras las instrucciones";4;3;"Se pueden complicar más los niveles altos.";4;3;1;"En los niveles sencillos no deberían hacerse preguntas sobre si los personajes llevan gafas, bigotes o barba, porque son detalles muy concretos que sugiero solo para los niveles altos.  Las preguntas que se hacen antes de que desaparezcan llos objetos son dificiles en los niveles bajos y antes de que se acabe esta parte del ejercicio se agradecería poder volver a ver la imagen para verificar las respuestas.  Cuando desaparecen los elementos lo hacen muy deprisa y no da tiempo a codificar el elemento que desaparece. Al colocar los elementos en su lugar está muy reducido el espacio y te da error si te equivocas unos centimetros. Se produce frustracción.  Sugiero que las láminas sean más variadas y así no se produzca aprendizaje que beneficia la ejecución de los niveles altos.  Hay alguna lámina que tiene errores, por ejemplo la del granjero y la gallina negra, yo no recuerdo haberla visto en ningún momento.  ";4;3;"En los niveles altos el cuadrante y el número de letras debería ser más amplio porque al ser reducido la búsqueda de los últimos elementos ser ve beneficiada.  Se repiten con cierta frecuencia la misma sopa de letras y hay una que solo pide buscar una palabra que siempre es la misma, creo recordar que es Florencia o Venecia.";2;2;"En los niveles bajos escribo palabras que sirven y no las reconoce, las reconoce como fallos. Se repiten las palabras modelo en otros niveles. Los niveles altos son muy dificiles.  Es el ejercicio que más me ha frustrado y que me ha resultadfo más dificil.";4;3;"No se reconocen pronombres ni artículos que son válidos. Tampoco reconoce algunas palabras válidas.  Alguna palabra modelo está mal escrita. ";3;3;"Algunos refranes de niveles medios no los he escuchado nunca por lo que me han resultado muy dificiles. En cambio algunos del nivel 6 los he visto muy fáciles.";3;3;"Cuando has cogido bien la secuencia resulta muy bueno el ejercicio pero si por circunstancias pierdes la secuencia, como no se puede volver atrás resulta frustrante. Sugiero que en los niveles sencillos se pueda verificar el error.";4;3;"Las instrucciones deben ser más claras para que se entienda bien la secuencia modelo que debe seguirse.";4;3;"Los niveles bajos deben ser más sencillos y que solo incluyan sumas, restas y el modelo blanco que no cuenta.  Los niveles altos se pueden complicar más, incluso meter la división y llegar a cifras de tres números.";"En general estoy muy satisfecha con haber participado en la realización de los ejercicios y en contribuir con los comentarios expresados a mejorar la plataforma, aunque reconozco que alguna de las sugerencias quizás no sea operativa para los ingenieros.  ";0;2
60;CPDC6722;"2022-07-27 15:01:03";3;2;"La mejor forma para mi, la mas sencilla y mas facil de manejar.";0;"La misma  que habia anteriormente.";4;"He mejorado en bastantes aspectos, recuerdo mejor las cosas que tengo que hacer, cuando las tengo que hacer. cuando voy a por alguna cosa, recuerdo a por que iva.";0;"Igual que lo anterior";0;0;4;4;2;"Me parecio bastante facil incluido el nivel 6.";4;2;"Tambin me parecio bastante faccil nivel 6 incluido.";4;3;Ninguno.;4;2;"No se como lo mejoraria, quizas poniendo un tiempo limite por cada juego.";4;4;"Cierta complejidad pero bien el progreos con inclusion de las elementos y personas.";4;4;"Bastante dificil a partir del nivel 5, no lo cambiaria.";4;4;"Bastante dificil niveles 5 y 6. No cambiaria nada.";4;4;1;"La progresion es buena, pero la fijacion que piden tan exacta de los objetos y/o personas es muy complicada. Puedes recordar mas o menos donde estaba pero no lo acepta hasta que no lo encajas exactamente.";4;4;"En los niveles 4,5 y 6  una vez que habias encontrado todas las palabras, no te los daba por validos ya que habia siempre una palabra que no la aceptaba. tengo fotos que lo prueban.";4;4;"Uno de los mas dificiles para mi, no pude terminar muchos de ellos porque se me acabo el tiempo.";4;4;"Lo mismo no llegaba a encontrar las 30 palabras que pedian en nivel 6 y no me lo daban por aceptado aun teniendo 20.";4;4;"Muy facil para mi ya que conocia el 99% de los refranes incluso en el nivel 6.";4;4;"Ciertas dificultades en los niveles 5 y 6 hasta que encontrabas la relacion, luego era muy facil. Creo que lo termine todos. No se como mejorarlo.";4;4;"Facil para mi, se me dan bien los numeros y las secuencias.No se como mejorarlo.";4;4;"Muy facil para mi o tuve problemas, pero no se como mejorarlo, pienso que otras personas tendran mas dificultades. No se como mejorarlo.";"Creo que es importante solucionar algunos problemas que lya les comente en su momento por mail, ademas de los que apunto aqui.";1;2
61;CPDC1318;"2022-07-27 16:30:06";2;1;"Es lo que más suelo usar por comodidad ";1;;2;;0;"En prestar atención en los ejercicios de imágenes ";0;0;2;2;2;;3;3;;3;3;;2;3;;3;3;;2;3;;3;3;;3;3;0;;3;3;;4;4;;3;3;;4;4;;3;3;;4;4;;3;3;"Me costo un poco entender la dinámica del ejercicio ";"Mejoraría un poco el funcionamiento de la plataforma, pues he detectado en varias ocasiones que se queda bloqueada ";0;2
62;CPDC1111;"2022-07-27 17:48:53";3;2;"es mas comodo para trabajar en cada ejercicio";1;;3;"me he dado cuenta de la importancia de la esimulacion";0;"en general ";0;0;4;4;4;;3;4;;3;4;;4;4;;4;4;;2;4;;4;4;;4;4;0;;3;4;;2;4;;3;4;;4;4;;3;4;;2;4;;3;4;;"El unico problema es que me he sentido un poco agobiado paar poder cumplir los plazos, por flta de tiempo libre para dedicarme a ello";0;2
63;CPDC4755;"2022-07-27 17:53:50";3;2;"Con la Tablet o el móvil es muy difícil utilizarla, iconos superpuestos, no cabe todo en la pantalla, y fallos a la hora de elegir opciones y resolver los ejercicios";0;"Juegos de consolas y similares";3;"Te mantiene atento, concentrado y descongestiona la mente";0;"Los ejercicios de calculo son los que peor se me dan, y con estos ejercicios se han agilizado";0;1;4;4;2;"Es un ejercicio muy sencillo en cualquier nivel, las figuras son muy sencillas y diferenciadas entre si.";4;3;"Me ha gustado, no hay sugerencias";4;4;Ninguno;4;2;"Es bastante sencillo en cualquiera de sus niveles";2;2;"En este ejercicio había muchos errores al hacerlo, cartas que se superponían, a veces cuando terminaba no me lo daba por válido, y a la hora de evaluarlo, cuenta como fallo la primera vez que se voltea la carta, y claro, en realidad no creo que sea un fallo, al menos hay que voltearlas la primera vez para emparejar.";2;3;"El ultimo nivel, me fue casi imposible realizarlo, no por la dificulta sino porque el funcionamiento no era como el de los demás niveles. Cuando terminaba la serie  e iba a repetirla, empezaba de nuevo y no podía hacerla yo, hasta que terminaba la repetición y eso era algo confuso que no pasaba en los primeros niveles.";4;4;Ninguno;2;4;1;"Los dibujos hay que colocarlos exactamente donde estaban, ni un milímetro fuera, y esto es algo complicado sobre todo si el usuario es una persona mayor.";4;4;Ninguno;2;4;"Este me resulto difícil, además a veces daba fallo, no cogiendo la respuesta y no dando por valido el ejercicio";3;4;"En algunos niveles había que completar demasiadas palabras, y se hacia algo pesado. Quizás sería mejor la opción de tiempo y no de nº de palabras";4;1;"Demasiado fácil, además la palabra que empieza en mayúscula ya da pistas...";2;2;"Bastante complicado, incluso en niveles bajos, a veces era muy difícil encontrar el patrón.";4;2;"Este me resultó, curiosamente, más fácil según aumentaba el nivel.";2;2;"El planteamiento algo confuso, en la casilla blanca de no hacer nada, no sabia si para lo siguiente la tenia que tener en cuenta o no, hubo muchos que hice probando. De todas formas los problemas de cálculo son los que más me han costado, si bien son los que han mostrado mejora en mi dia a dia.";"La interfaz más intuitiva y sencilla, ya que es un recurso que esta, en principio, más orientado a personas de cierta edad y posiblemente con conocimientos informáticos limitados. Además a veces fallaba, imágenes superpuestas en el Memory, otras veces salían pantallas en blanco, y otras tras realizar el ejercicio no lo validaba y tenia que hacerlo otra vez.";0;2
64;CPDC2947;"2022-07-27 20:16:07";3;1;"Por comodidad ";1;;2;"No he notado nada, ni positivo ni negativo ";1;"Sinceramente no creo que he mejorado ";0;1;4;4;4;"Me ha resultado muy divertido hacer éste ejercicio ";4;4;"Me ha gustado mucho ";4;4;"Interesante ";4;4;"Me encanta ";2;2;"Ni fu ni fa, un poco rollo ";2;2;"El último nivel me ha resultado imposible ";2;2;"Un poco aburrido,  no me ha gustado mucho";2;2;0;"He repetido muchas veces la misma ";1;1;"Al principio me entretenia mucho,a medida que se hacía más difícil me gustaba menos";2;2;"Ni fu ni fa";0;0;"Un auténtico suplico,  en particular en el último ejercicio,  fallaba a partir de la tercera o cuarta palabra,  pesadisimo, de termerminar. 30 palabras? Súper aburrido. Además había palabras correctas que no las daba por validas, lo cual me obligaba a ir a la rae, para comprobar ";4;4;"Muy divertido ";2;2;"Al principio me costó,  pero luego pillé el truco";2;2;"Bueno,  lo hacía y punto ";1;1;"Me castaba. Pero lo peor el ejercicio final, terminé pulsando todos las ,opciones pero nada er correcto ";"Mi opinión en es bastante rígida, no resulta divertida. Debería de ser mucho más dinámica. Si la segunda fase es exactamente igual a esta no me interesa,  ahora bien si hay cambios sustanciales no me importaría.";;2
65;CPDC7421;"2022-07-27 21:02:27";2;2;"Me siento más segura por si cometo errores al teclear";1;;3;"Porque me obliga a intentar dicha activacion ";0;"En mi vida diaria no lo he notado, sigo con los mismos fallos, pero si, paulatinamente, al intentar concentrarme para hacer los ejercicios";0;0;1;3;2;"Este no me ha resultado muy difícil, aunque a veces he cometido errores también por no responderme bien el ratón utilizado (al igual que en el resto de ejercicios)";3;3;"Me ha parecido correcto";4;4;"Muy bueno porque requiere más esfuerzo que los anteriores";4;4;"Buen ejercicio e incluso más relajante que otros";3;3;Correcto;1;1;"Ignoro que puede aportar este ejercicio pero, quitando los iniciales, enseguida me puso de los nervios y al final nie esforzaba";2;2;"Tuve muchos problemas para recordarlas";3;3;0;"Me parece correcto, pero no dieron explicaciones previas sobre la frecuencia o repeticiones que se debían hacer";4;4;Correcto;4;4;"Es difícil pero estimulante";4;4;"Menos difícil que los anagramas";4;4;"Se pierde mucho tiempo colocando las palabras si se atasca el raton";3;3;"Tarde mucho en comprender qué criterios había que aplicar, pero es estimulante";3;3;"Es muy bueno pero acababa con dolor de cabeza";4;4;"Necesite un tiempo para entrenarme y al final creo que mejore a pesar del incremento de la dificultad";"Una reunión previa más explicita y sin prisas y una hora inadecuada como fue a la que yo asisti  Estuve a punto de abandonar mi participación por esa carencia de orientacion";0;2
66;CPDC1389;"2022-07-27 22:47:11";3;2;"Me resultaba más sencillo";1;;4;"ejercita la memoria, la atención, el cálculo, la lógica...";0;"Cálculo numérico, atención, agilidad mental";0;0;4;3;3;"Este a mí personalmente me ha parecido súper fácil de hacer...  Pediría algo más de dificultad";3;3;"Este está bien";3;3;;4;4;"Tal vez, para mi gusto, demasiado fácil";1;2;"A mí este es uno de los que más me cuesta. Pero me ha servido para ejercitar la memoria visual";4;4;;4;4;;3;3;0;"A veces el programa es demasiado exigente en cuanto a la ubicación de la cosas.   Hay que ponerlo todo exactamente en el mismo sitio y eso a veces es complicado. daría un margen más amplio";4;4;"En algunas ocasiones ( varias) se atascó y no me dejó terminarlo....  Y luego a veces tb es muy estricto. Lo de pulsar las letras en la secuencia correcta lo veo innecesario . Lo importante es ue estén todas las letras. No?";0;0;"Este es una pesadez y me ha aburrido enormemente. Va lento y se hace tedioso. ";4;4;"Dificillo a veces...";3;3;"Hay secuencias de palabras que no las había oído en la vida. Y tengo 60 años... y me he dedicado profesionalmente al uso correcto del idioma español";4;4;;4;4;;4;4;;"Revisar el tema informático. Algunos ejercicios se atascan cuando los estás haciendo.    GRACIAS POR TODO !!!!!";0;2
67;CPDC7195;"2022-07-28 03:06:28";4;2;"Porque lo veo mejor, aunque el telefono es más agil";1;;4;;0;"En la soltura para hacer cálculos me ntales";0;1;4;3;4;;3;3;;3;3;;3;4;;2;2;;2;2;;3;3;;2;2;0;"Ampliar el radio de situación de los objetos";4;4;"Tarde en darme cuenta que también había que pulsar los espacios en blanco de una respuesta, por ese motivo abandone alguna sopa de 1letras";4;4;;4;4;;4;4;"Me ha gustado mucho este wjwrcicio";2;2;"Aveces no veía la secuencia claramente ";3;4;"Estenejercucio creo que me ha ayudado a tener que estar mas cen trada";4;4;"Me ha ayudado a tener más agilidad mental";;0;2
68;CPDC6384;"2022-07-28 09:55:31";2;2;"Porque me resultaba mas cómodo";1;;1;"Porque al trabajar diferentes areas mejoras";0;"Calculo mental";0;1;4;4;3;;4;4;;4;4;;4;4;;3;4;"Este ejercicio empezaba a contabilizar en negativo desde el primer momento que abrías una. Debería dejarte abrir todas una vez y a partir de ahí sancionar";4;4;;4;4;;4;4;1;;4;4;;4;4;"este en los último niveles me ha resultado muy muy complicado";4;4;;4;4;;4;4;;4;4;;1;2;"Había veces que no se cargaban y no contabilizaban. Debería ir poniendo los que llevas realizados según los vas haciendo.";"Lo dicho anteriormente";0;2
69;CPDC6388;"2022-07-28 10:24:05";3;0;"Es el que siempre tengo a mano ";1;;1;"No lo he implementado en mi rutina habitual ";0;"Atención ";0;0;4;4;3;"Me ha parecido sencillo en todos sus niveles ";4;4;"Me parece acertada la progresión propuesta ";4;;"Progresión de dificultad adecuada ";4;2;"Me ha parecido muy similar en todos los niveles ";2;2;"Muy similar en los diferentes niveles ";2;4;"Este se me ha dado particularmente mal!";4;4;"Progresión adecuada ";4;4;0;"A veces no te dejaba colocar algunos objetos hasta que no habías colocado otros y te lo daba como error ";4;4;"A veces no te dejaba pulsar bien las letras de inicio de palabra y te daba error";4;4;"Me ha resultado difícil ";4;4;Adecuado;4;4;Adecuado;4;4;"Adecuado ";4;4;;4;4;"Este me resultaba poco claro al principio, no sabía si había que ir haciendo operaciones con todos los números o era por líneas independientes";"Me ha parecido muy interesante la participación en el programa, en ocasiones me he asustado un poco al ver mi falta de agilidad mental, pero en el paso de las semanas he podido comprobar cierto progreso favorable ";0;2
70;CPDC4649;"2022-07-28 10:36:55";3;1;"Por su rápidez de encendido y fácil manejo.";1;"No de este tipo.";3;"Por tener que realizar los ejercicios tras el compromiso adquirido.";0;"En las pruebas de parejas y de escenas.";0;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
71;CPDC3104;"2022-07-28 12:58:15";4;2;"Me parece más cómodo ";1;;4;"Pongo más atención ";0;"Me fijo más y intento recordar ";0;0;;4;4;"Me encuentro  muy agusto haciendolo";4;3;"Lo veo muy bien ";4;4;"Me en cuento muy bien haciendolo";4;4;"Yo sugerencias no tengo pero me he encontrado muy a gusto haciéndolo";2;2;"Un poco complicado para mi mala cabeza ";1;1;"Para mí muy complicado lo veo difícil ";2;3;"Un poco complicado para mí ";4;3;0;"Me ha gustado el ejercicio y todo pero muchos fallos he tenido ";4;4;"Lo veo muy bien y la sopa de letras no se me dan mal 😔 a mí me gusta";3;3;"Me ha gustado el general todo pero algunas veces eran un poco difíciles para mí pero me ha gustado ";4;3;"Yo para mejorar no tengo idea como se pueda mejorar a mí me han gustado porque algunos pues me han parecido un poco complicado";4;3;"Me ha parecido bien ";2;3;"No sé cómo se puede mejorar pero a mí a veces me ha sido un poco difícil tengo que concentrarme más en las cosas ";4;4;"he disfrutado con ello y me ha gustado mejorar y poner otra cosa pues no lo sé";;2;"A mí el   cálculo se me da peor me cuesta más pero me encuentro a gusto    ";"Para mejorar la plataforma  no lo sé ,pero yo me encuentro a gusto con esto y otra cosa no te puedo decir";0;2
72;CPDC2507;"2022-07-28 13:51:29";3;2;"Mejor visión";1;;3;"Me estimulaba a hacer los ejercicios";0;"Realizar logogramas";0;1;4;4;4;;4;3;"Las últimas semanas resultaba un poco largo";4;3;"Las últimas semanas resultaba un poco largo";4;4;;2;1;"Muy complicado deberían levantarse las tarjetas y luego iniciar el ejercicio";4;4;"En la mayoría de los casos el ejercicio se hacia solo sin yo pulsar nada";4;2;;4;1;0;"Es demasiado preciso la colocación de los objetos, si lo colocas un milímetro diferente da error.";4;3;;1;3;"Este es muy complicado para mí, se puede apreciar en los resultados";4;3;;4;3;;4;3;;4;3;;4;3;"Los últimos ejercicios eran muy difíciles hacer los cálculos.";;0;2
73;CPDC4186;"2022-07-28 18:44:42";3;2;"Comodidad ";1;;2;"Hay ejercicios que no creo que ayuden mucho ";1;"Sólo me he divertido y entretenido ";0;1;2;3;4;"Nada que añadir ";4;4;"Nada que añadir ";4;4;;4;4;;3;4;"Aquí es donde veo que la memoria me falla";2;3;"Aquí la memoria me falla";3;3;;1;3;1;"Insisto en este tipo de ejercicios es donde más fallo";4;4;;4;4;;4;4;;4;4;;0;;"No entiendo nada del juego de cartas ";4;4;L;3;3;;"No tengo criterio para ello";0;2
